Rank,Site,Manufacturer,Computer,Country,Year,Processors,RMax,RPeak,Nmax,Nhalf,Processor Family,Processor,Proc. Frequency,System Family,Operating System,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent
11,Atomic Weapons Establishment,IBM,SP Power3 375 MHz 16 way,United Kingdom,2002,1920,1910,2880,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Classified,Not Specified,SP Switch,SP Switch,Northern Europe,Europe
12,IBM/ECMWF,IBM,pSeries 690 Turbo 1.3GHz,United States,2002,704,1849,3660.8,240000,32500,Power,POWER4,1300,IBM pSeries,AIX,MPP,Vendor,Not Specified,SP Switch,Colony,North America,Americas
13,University of Tokyo,Hitachi,SR8000/MPP,Japan,2001,1152,1709.1,2074,141000,16000,Hitachi SR8000,Hitachi SR8000,450,Hitachi SR8xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia
14,Leibniz Rechenzentrum,Hitachi,SR8000-F1/168,Germany,2002,168,1653,2016,160000,19560,Hitachi SR8000,Hitachi SR8000,375,Hitachi SR8xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Multi-dimensional crossbar,Western Europe,Europe
15,Los Alamos National Laboratory,SGI,ASCI Blue Mountain,United States,1998,6144,1608,3072,374400,138000,MIPS,MIPS R10000,250,SGI Origin,IRIX,MPP,Research,Not Specified,HIPPI,HIPPI,North America,Americas
16,Naval Oceanographic Office (NAVOCEANO),IBM,SP Power3 375 MHz,United States,2000,1336,1417,2004,374000,0,Power,POWER3,375,IBM SP,AIX,MPP,Research,Weather and Climate Research,SP Switch,SP Switch,North America,Americas
17,Deutscher Wetterdienst,IBM,SP Power3 375 MHz 16 way,Germany,2001,1280,1293,1920,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Research,Weather and Climate Research,SP Switch,SP Switch,Western Europe,Europe
18,NCAR (National Center for Atmospheric Research),IBM,SP Power3 375 MHz 16 way,United States,2001,1260,1272,1890,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Research,Weather and Climate Research,SP Switch,SP Switch,North America,Americas
19,Osaka University,NEC,SX-5/128M8 3.2ns,Japan,2001,128,1192,1280,129536,10240,NEC,NEC,312.5,NEC Vector,Super-UX,Constellations,Academic,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
20,National Centers for Environmental Prediction,IBM,SP Power3 375 MHz,United States,2001,1104,1179,1656,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Research,Weather Forecasting,SP Switch,SP Switch,North America,Americas
21,National Centers for Environmental Prediction,IBM,SP Power3 375 MHz,United States,2000,1104,1179,1656,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Research,Weather and Climate Research,SP Switch,SP Switch,North America,Americas
22,Government,Cray Inc.,T3E1200,United States,2001,1900,1166,2280,230016,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Classified,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
23,ERDC MSRC,Cray Inc.,T3E1200/900,United States,1999,1792,1166,1999,230016,0,Alpha,Alpha,558.7,Cray T3E/T3D,UNICOS,MPP,Research,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
24,Lawrence Livermore National Laboratory,IBM,SP Power3 375 MHz 16 way,United States,2001,1088,1100,1632,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
25,NEC Fuchu Plant,NEC,SX-6/128M16,Japan,2002,128,982,1024,204800,12800,NEC,NEC,1000,NEC Vector,Super-UX,MPP,Vendor,Benchmarking,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
26,UCSD/San Diego Supercomputer Center,IBM,SP Power3 375 MHz 8 way,United States,2000,1152,929,1728,220000,62000,Power,POWER3,375,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,North America,Americas
27,High Energy Accelerator Research Organization /KEK,Hitachi,SR8000-F1/100,Japan,2000,100,917,1200,115000,15000,Hitachi SR8000,Hitachi SR8000,375,Hitachi SR8xxx,HI-UX/MPP,MPP,Research,Not Specified,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia
28,US Army HPC Research Center at NCS,Cray Inc.,T3E1200,United States,2000,1084,892,1300.8,0,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Research,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
29,ECMWF,Fujitsu,VPP5000/100,United Kingdom,2000,100,886,960,195600,18000,Fujitsu,Fujitsu,300,Fujitsu VPP,UXP/V,MPP,Research,Weather and Climate Research,Crossbar,Full distributed crossbar,Northern Europe,Europe
30,University of Tokyo,Hitachi,SR8000/128,Japan,1999,128,873,1024,120000,16000,Hitachi SR8000,Hitachi SR8000,250,Hitachi SR8xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia
31,Maui High-Performance Computing Center (MHPCC),IBM,SP Power3 375 MHz 16 way,United States,2001,812,837,1218,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
32,CINECA,IBM,pSeries 690 Turbo 1.3GHz GigEth,Italy,2002,512,826.5,2662.4,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Southern Europe,Europe
33,CSC (Center for Scientific Computing),IBM,pSeries 690 1.1GHz GigEth,Finland,2002,512,826.5,2253,185000,60000,Power,POWER4,1100,IBM pSeries,AIX,MPP,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
34,Florida State University,IBM,pSeries 690 1.1GHz GigEth,United States,2002,512,826.5,2253,185000,60000,Power,POWER4,1100,IBM pSeries,AIX,MPP,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
35,Universitaet Heidelberg - IWR,Megware,HELICS AMD 1.4 GHz - Myrinet,Germany,2002,512,825,1433.6,171000,0,AMD,AMD Athlon,1400,NOW - AMD,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,Western Europe,Europe
36,Government,Cray Inc.,T3E900,United States,1997,1324,815,1191.6,134400,26880,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Classified,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
37,ERDC MSRC,Hewlett-Packard,"AlphaServer SC45, 1 GHz",United States,2002,512,809,1024,215000,27000,Alpha,Alpha,1000,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas
38,NASA/Goddard Space Flight Center,Hewlett-Packard,"AlphaServer SC45, 1 GHz",United States,2002,512,809,1024,215000,27000,Alpha,Alpha,1000,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas
39,Wright-Patterson Air Force Base/DoD ASC,Hewlett-Packard,"AlphaServer SC45, 1 GHz",United States,2002,512,809,1024,215000,27000,Alpha,Alpha,1000,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas
40,Charles Schwab,IBM,SP Power3 375 MHz,United States,2000,768,795,1152,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Finance,SP Switch,SP Switch,North America,Americas
41,Institute for Materials Research/Tohoku University,Hitachi,SR8000-G1/64,Japan,2001,64,790.7,921.6,110000,8504,Hitachi SR8000,Hitachi SR8000,450,Hitachi SR8xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia
42,Australian Partnership for Advanced Computing (APAC),Hewlett-Packard,"AlphaServer SC45, 1 GHz",Australia,2001,480,772,960,140000,22950,Alpha,Alpha,1000,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Academic,Not Specified,Quadrics,Quadrics,Australia and New Zealand,Oceania
43,North Carolina Supercomputing Center (NCSC),IBM,SP Power3 375 MHz,United States,2000,720,741,1080,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,North America,Americas
44,IBM,IBM,pSeries 690 Turbo 1.3GHz,United States,2002,256,736.6,1331.2,285000,25000,Power,POWER4,1300,IBM pSeries,AIX,MPP,Vendor,Not Specified,SP Switch,Colony,North America,Americas
45,University of Tsukuba,Fujitsu,VPP5000/80,Japan,2001,80,730,768,273600,15360,Fujitsu,Fujitsu,300,Fujitsu VPP,UXP/V,MPP,Research,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
46,Oak Ridge National Laboratory,IBM,SP Power3 375 MHz,United States,2000,704,723,1056,187000,37500,Power,POWER3,375,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
47,"GSIC Center, Tokyo Institute of Technology",Self-made,Presto III Athlon 1.6 GHz,Japan,2002,480,716.1,1536,100000,0,AMD,AMD Athlon,1600,NOW - AMD,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,Eastern Asia,Asia
48,HLRN at Universitaet Hannover / RRZN,IBM,pSeries 690 Turbo 1.3GHz GigEth,Germany,2002,384,708,1996.8,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
49,HLRN at ZIB/Konrad Zuse-Zentrum fuer Informationstechnik,IBM,pSeries 690 Turbo 1.3GHz GigEth,Germany,2002,384,708,1996.8,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
50,Sandia National Laboratories,Self-made,CPlant/Ross Cluster,United States,2001,1369,706.7,1275.9,162000,0,Alpha,Alpha EV5,465.1,NOW - Alpha,N/A,Cluster,Research,Not Specified,Myrinet,Myrinet,North America,Americas
51,Japan Meteorological Agency,Hitachi,SR8000-E1/80,Japan,2000,80,691.3,768,120000,9408,Hitachi SR8000,Hitachi SR8000,300,Hitachi SR8xxx,HI-UX/MPP,MPP,Research,Weather and Climate Research,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia
52,Los Alamos National Laboratory/ACL,SGI,ORIGIN 2000 250 MHz,United States,1999,2048,690.9,1024,229248,80640,MIPS,MIPS R10000,250,SGI Origin,IRIX,MPP,Research,Not Specified,Crossbar,Hypercube,North America,Americas
53,NCSA,IBM,Titan Cluster Itanium 800 MHz,United States,2001,320,677.9,1024,183000,32000,Intel IA-64,Intel IA-64 Itanium,800,NOW - Intel Itanium,Linux,Cluster,Academic,Not Specified,Fast Ethernet,Fast Ethernet,North America,Americas
54,CSAR at the University of Manchester,Cray Inc.,T3E1200,United Kingdom,2000,812,671,974.4,0,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Academic,Not Specified,Cray Interconnect,3-D Torus,Northern Europe,Europe
55,Deutscher Wetterdienst,Cray Inc.,T3E1200,Germany,1999,812,671,974.4,0,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Research,Weather and Climate Research,Cray Interconnect,3-D Torus,Western Europe,Europe
56,CBRC - Tsukuba Advanced Computing Center - TACC/AIST,NEC,Magi Cluster PIII 933 MHz,Japan,2001,1040,654,970,217600,29000,Intel IA-32,Intel IA-32 Pentium 3,933,NOW - Intel Pentium,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,Eastern Asia,Asia
57,Real World Computing (RWCP)/Tsukuba Research Center,Self-made,SCore IIIe/PIII 933 MHz,Japan,2001,1024,618.3,955.4,146000,23000,Intel IA-32,Intel IA-32 Pentium 3,933,NOW - Intel Pentium,Linux,Cluster,Research,Not Specified,Myrinet,Myrinet,Eastern Asia,Asia
58,NCSA,IBM,Netfinity Cluster PIII 1 GHz - Myrinet,United States,2001,1024,594,1024,0,0,Intel IA-32,Intel IA-32 Pentium 3,1000,IBM Cluster,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
59,CNRS/IDRIS,IBM,"pSeries 690 Turbo 1.3 GHz, GigEth",France,2002,256,590.2,1331.2,158000,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
60,National Center for High Performance Computing,IBM,"pSeries 690 Turbo 1.3 GHz, GigEth",Taiwan,2002,256,590.2,1331.2,158000,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
61,Swiss Scientific Computing Center (CSCS),IBM,"pSeries 690 Turbo 1.3 GHz, GigEth",Switzerland,2002,256,590.2,1331.2,158000,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Research,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
62,University of Tokyo/Institute for Solid State Physics,Hitachi,SR8000-F1/60,Japan,2000,60,577,720,89000,10000,Hitachi SR8000,Hitachi SR8000,375,Hitachi SR8xxx,HI-UX/MPP,MPP,Academic,Not Specified,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia
63,COLSA,IBM,"pSeries 690 Turbo 1.3 GHz, GigEth",United States,2002,240,564,1248,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
64,Joint Supercomputer Center,Self-made,MVS1000M EV67 667 MHz,Russia,2002,768,564,1024,230000,37440,Alpha,Alpha EV67,666.7,NOW - Alpha,N/A,Cluster,Academic,Not Specified,Myrinet,Myrinet,Eastern Europe,Europe
65,Japan Atomic Energy Research Institute,Fujitsu,VPP5000/64,Japan,2001,64,563,614.4,235776,12288,Fujitsu,Fujitsu,300,Fujitsu VPP,UXP/V,MPP,Research,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
66,Kyushu University,Fujitsu,VPP5000/64,Japan,2000,64,563,614.4,235776,12288,Fujitsu,Fujitsu,300,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
67,Sprint PCS,IBM,SP Power3 375 MHz 16 way,United States,2002,528,561,792,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Telecomm,SP Switch,SP Switch,North America,Americas
68,Institute of High Performance Computing (IHPC),IBM,pSeries 690 Turbo 1.3GHz GigEth,Singapore,2002,224,555.3,1164.8,226800,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Academic,Not Specified,Gigabit Ethernet,Gigabit Ethernet,South-eastern Asia,Asia
69,Manufacturer (G),IBM,pSeries 690 Turbo 1.3GHz GigEth,United States,2002,224,555.3,1164.8,226800,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Industry,Automotive,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
70,IBM Thomas J. Watson Research Center,IBM,SP Power3 375 MHz 16 way,United States,2002,520,554,780,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
71,Deutsche Telekom AG,IBM,SP Power3 375 MHz,Germany,2000,528,553,792,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Telecomm,SP Switch,SP Switch,Western Europe,Europe
72,Wright-Patterson Air Force Base/DoD ASC,IBM,SP Power3 375 MHz,United States,2000,528,553,792,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Research,Defense,SP Switch,SP Switch,North America,Americas
73,United Kingdom Meteorological Office,Cray Inc.,T3E900,United Kingdom,1997,876,552,788.4,0,0,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Research,Weather and Climate Research,Cray Interconnect,3-D Torus,Northern Europe,Europe
74,State Farm,IBM,SP Power3 375 MHz,United States,2001,520,546,780,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Database,SP Switch,SP Switch,North America,Americas
75,Petroleum Company (G),IBM,SP Power3 375 MHz 16 way,Saudia Arabia,2001,512,546,768,148000,33000,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Geophysics,SP Switch,SP Switch,Western Asia,Asia
76,US Army Research Laboratory (ARL),IBM,SP Power3 375 MHz 16 way,United States,2000,512,546,768,148000,33000,Power,POWER3,375,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
77,Pharmaceutical Company,IBM,SP Power3 375 MHz,Germany,2001,510,536,765,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Pharmaceutics,SP Switch,SP Switch,Western Europe,Europe
78,Indiana University,IBM,SP Power3 375 MHz,United States,2001,508,534,762,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,North America,Americas
79,Sandia National Laboratories,Dell,Precision 530 Cluster P4 XEON 2.0 GHz,United States,2002,256,526,1024,101000,0,Intel IA-32,Intel IA-32 Pentium 4 Xeon,2000,Dell Precision Cluster,Linux,Cluster,Research,Not Specified,Fast Ethernet,Fast Ethernet,North America,Americas
80,United Kingdom Meteorological Office,Cray Inc.,T3E1200,United Kingdom,1999,636,526,763.2,0,0,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Research,Weather and Climate Research,Cray Interconnect,3-D Torus,Northern Europe,Europe
81,NASA/Goddard Space Flight Center,Cray Inc.,T3E,United States,2000,1356,525,813.6,0,0,Alpha,Alpha EV5,300.3,Cray T3E/T3D,UNICOS,MPP,Research,Weather and Climate Research,Cray Interconnect,3-D Torus,North America,Americas
82,Max-Planck-Gesellschaft MPI/IPP,IBM,pSeries 690 Turbo 1.3GHz GigEth,Germany,2002,208,513,1081.6,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Research,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
83,State Farm,IBM,SP Power3 375 MHz,United States,2001,488,512,732,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Database,SP Switch,SP Switch,North America,Americas
84,Wright-Patterson Air Force Base/DoD ASC,Hewlett-Packard,"AlphaServer SC45, 1 GHz",United States,2002,324,512,648,170000,20000,Alpha,Alpha,1000,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas
85,Hewlett-Packard,Hewlett-Packard,AlphaServer SC ES40/EV67,United States,2000,512,507.6,682.66,200000,30000,Alpha,Alpha EV67,666.7,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Vendor,Benchmarking,Quadrics,Quadrics,North America,Americas
86,Lawrence Livermore National Laboratory,Hewlett-Packard,AlphaServer SC ES40/EV67,United States,2000,512,507.6,682.66,200000,30000,Alpha,Alpha EV67,666.7,HP AlphaServer SC/GS,Tru64 UNIX,Cluster,Research,Not Specified,Quadrics,Quadrics,North America,Americas
87,DKRZ - Deutsches Klimarechenzentrum,NEC,SX-6/64M8,Germany,2002,64,495.2,512,122880,6656,NEC,NEC,1000,NEC Vector,Super-UX,MPP,Research,Weather and Climate Research,Crossbar,Multi-stage crossbar,Western Europe,Europe
88,National Aerospace Laboratory of Japan,NEC,SX-6/64M8,Japan,2002,64,495.2,512,122880,6656,NEC,NEC,1000,NEC Vector,Super-UX,MPP,Research,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
89,National Institute for Environmental Studies,NEC,SX-6/64M8,Japan,2002,64,495.2,512,122880,6656,NEC,NEC,1000,NEC Vector,Super-UX,MPP,Research,Not Specified,Crossbar,Multi-stage crossbar,Eastern Asia,Asia
90,Centre Informatique National (CINES),IBM,SP Power3 375 MHz,France,2001,472,494,708,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Academic,Not Specified,SP Switch,SP Switch,Western Europe,Europe
91,Nagoya University,Fujitsu,VPP5000/56,Japan,1999,56,492,537.6,228480,12768,Fujitsu,Fujitsu,300,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
92,Kyoto University,Fujitsu,VPP800/63,Japan,1999,63,482,504,234360,12852,Fujitsu,Fujitsu,250,Fujitsu VPP,UXP/V,MPP,Academic,Not Specified,Crossbar,Full distributed crossbar,Eastern Asia,Asia
93,Umea University / HPC2N,Self-made,AMD 1.66 GHz - SCI 3D-torus,Sweden,2002,240,481,800,116100,24570,AMD,AMD Athlon,1666.7,NOW - AMD,Linux,Cluster,Academic,Not Specified,SCI,SCI 3D-Torus,Northern Europe,Europe
94,Lawrence Livermore National Laboratory,IBM,SP Power3 375 MHz 16 way,United States,2001,448,480,672,138000,31000,Power,POWER3,375,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
95,EDS/ Adam Opel AG,IBM,pSeries 690 Turbo 1.3GHz GigEth,Germany,2002,192,472,998.4,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Industry,Automotive,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
96,Hewlett-Packard,Hewlett-Packard,SuperDome 750 MHz/HyperFabric,United States,2002,256,470.9,768,340092,90072,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Vendor,Not Specified,Myrinet,HyperPlex,North America,Americas
97,Lawrence Livermore National Laboratory,IBM,"ASCI Blue-Pacific CTR, IBM SP 604e",United States,1998,1344,468.2,892.4,205000,65000,Power,PowerPC 604e,332.2,IBM SP,AIX,MPP,Research,Not Specified,SP Switch,SP Switch,North America,Americas
98,Hewlett-Packard,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,United States,2002,256,449.4,768,340092,110052,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Vendor,Not Specified,Myrinet,HyperPlex,North America,Americas
99,Tsukuba Advanced Computing Center - TACC/AIST,Hitachi,SR8000/64,Japan,1999,64,449,512,92000,9160,Hitachi SR8000,Hitachi SR8000,250,Hitachi SR8xxx,HI-UX/MPP,MPP,Research,Not Specified,Crossbar,Multi-dimensional crossbar,Eastern Asia,Asia
100,Cray Inc.,Cray Inc.,T3E1200,United States,1998,540,447,648,181440,17280,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Vendor,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
101,Forschungszentrum Juelich (FZJ),Cray Inc.,T3E1200,Germany,1999,540,447,648,181440,17280,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Research,Not Specified,Cray Interconnect,3-D Torus,Western Europe,Europe
102,Government,Cray Inc.,T3E1200,United States,2001,540,447,648,181440,17280,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Classified,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
103,Government,Cray Inc.,T3E1200,United States,1998,540,447,648,181440,17280,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Classified,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
104,Government,Cray Inc.,T3E1200,United States,1999,540,447,648,181440,17280,Alpha,Alpha EV56,598.8,Cray T3E/T3D,UNICOS,MPP,Classified,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
105,NERSC/LBNL,Cray Inc.,T3E900,United States,1997,692,444,622.8,0,0,Alpha,Alpha EV5,450.5,Cray T3E/T3D,UNICOS,MPP,Research,Not Specified,Cray Interconnect,3-D Torus,North America,Americas
106,Forecast Systems Laboratory - NOAA,HPTi,ACL-580,United States,2001,580,442.7,841,170000,0,Alpha,Alpha EV67,724.6,NOW - Alpha,N/A,Cluster,Research,Weather and Climate Research,Myrinet,Myrinet,North America,Americas
107,University of Nebraska,Atipa Technology,Prairiefire AMD 1.4 GHz - Myrinet,United States,2002,256,442.5,716.8,112000,30000,AMD,AMD Athlon,1400,NOW - AMD,Linux,Cluster,Academic,Not Specified,Myrinet,Myrinet,North America,Americas
108,Financial Institution,IBM,SP Power3 375 MHz,Hong Kong,2000,424,441,636,0,0,Power,POWER3,375,IBM SP,AIX,MPP,Industry,Finance,SP Switch,SP Switch,Eastern Asia,Asia
109,University of Kentucky,Hewlett-Packard,SuperDome 750 MHz/HyperPlex,United States,2001,224,431.7,672,0,0,PA-RISC,PA-RISC PA-8700,750.2,HP Superdome,HP Unix (HP-UX),Constellations,Academic,Not Specified,Myrinet,HyperPlex,North America,Americas
110,Government,IBM,pSeries 690 Turbo 1.3GHz GigEth,United States,2002,176,430,915.2,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Classified,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
111,Postbank,IBM,pSeries 690 Turbo 1.3GHz GigEth,Germany,2002,176,430,915.2,0,0,Power,POWER4,1300,IBM pSeries,AIX,MPP,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,Western Europe,Europe
112,Defense,Sun Microsystems,HPC 4500 400 MHz Cluster,Sweden,1999,896,420.44,716.8,144000,43200,Sparc,Sparc,200,NOW - Sun,Solaris,Cluster,Classified,Not Specified,N/A,N/A,Northern Europe,Europe
